"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"EU778942.1.1391",1.7131795556364,-2.57443184363957,2.40191677845965,-1.0718239144366,0.283799129623045,0.389002112212485
"FJ900888.1.1397",8.58848074136077,-3.91361417895257,1.42885476945029,-2.73898667844194,0.00616288705537209,0.0219552851347631
"GU361882.1.1515",3.51122072789395,-4.22335879200114,1.72706163859063,-2.44540130915513,0.0144691042358903,0.0447532758924047
"AY422712.1.1545",3.91206129313296,-4.33187410058288,2.35431964101069,-1.83996855190116,0.0657728544613058,0.141093381344414
"DQ794506.1.1387",1.07385226413801,-1.04377874080796,2.921597194283,-0.357263055581525,0.720894884755794,0.767032157380165
"FJ557977.1.1384",607.812758119748,1.06776036828645,1.08869932382745,0.980766998671968,0.326707655844762,0.426001159091699
"HQ876461.1.1511",15.6199297615443,-2.35770757006508,0.998513285074023,-2.36121802815102,0.0182150180754872,0.0515446256178681
"AUIB01000007.114179.115679",1.35549230273112,0.160557746628909,2.01170862308027,0.0798116311611112,0.936387073507876,0.957996005973442
"KC283048.1.1543",1.74847345438351,-3.21525600281741,1.68603427700877,-1.90699326025664,0.0565214602586108,0.127412783294835
"KF842558.1.1416",21.3930416387996,-6.89966550579218,1.32008211415697,-5.22669418197399,1.72567573074455e-07,2.99367224594381e-06
"GQ448359.1.1396",12.5300419120606,-5.02801495867698,1.37184938672104,-3.66513628051751,0.0002472069105738,0.00149447814119615
"FJ470572.1.1360",1.35814460495647,-2.82775750578576,1.91425039606538,-1.47721401108133,0.139618279187394,0.243265036662751
"GARB01003133.115.1632",6.46261509980015,-5.08274236543348,1.49974206568126,-3.38907768325125,0.000701281402054698,0.0037312728411624
"DQ796089.1.1390",0.495118790084853,-1.32593342935501,3.55983875117354,-0.372470081381607,0.709542883699284,NA
"GABT01019963.848.2718",1.24360863278497,-2.46679777508951,2.15563183146085,-1.14435022673505,0.252478421177359,0.357230106559455
"HQ323458.1.1504",4.25115074945604,-4.47916406305033,1.8690512789019,-2.39649072960797,0.0165529122024735,0.048563323299904
"EF648100.1.1506",1.35570710682927,-1.56415667024228,2.33874950427172,-0.668800428342305,0.503622793462689,0.58755992570647
"FR873975.1.1545",3.45404169804979,-0.952168743175337,2.00455136989262,-0.475003413470188,0.634784540283255,0.699646419476868
"KF928780.1.1519",0.0152864680970514,2.76402279968702,3.57848834543236,0.772399553351925,0.43987781833032,NA
"GU553044.1.1341",4.73917347978194,-4.60689629594133,2.22532692900427,-2.07021100400861,0.0384325892423444,0.0923211718095251
"FJ957564.1.1515",2972.64201581457,-0.00738136945761649,0.719105590569972,-0.010264653139139,0.991810135556793,0.99337766650157
"JUYT01000096.171.1693",287.338355856977,5.10509170820832,1.58606880544416,3.21870759369654,0.00128769723363959,0.00619025537617106
"FJ557934.1.1411",1.55400708740317,0.531859573260258,1.03208361856656,0.51532604887087,0.606325199181726,0.675764677300304
"JF697561.1.1506",1.38401977218588,-2.81600603539604,2.56823884547907,-1.09647357774107,0.272871580136181,0.378040834980334
"GAON01156409.139.1558",1.38813301153097,-2.83295613914004,1.94267920840313,-1.45827274358318,0.144765379954237,0.24684353248607
