"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"EU778942.1.1391",1.07253116254043,-1.30558660064466,2.38916664106552,-0.546461087395057,0.584749028946226,NA
"FJ900888.1.1397",2.99598699739057,-1.52156499707817,1.23871840344945,-1.22833808946495,0.219320078101189,0.300245668416601
"GU361882.1.1515",1.64166525903525,-2.19160507292408,1.78347309398663,-1.22884111922605,0.21913138124718,0.300245668416601
"AY422712.1.1545",2.05746384974597,-2.49157221728462,2.53879420865173,-0.981399834927072,0.326395607533587,0.401717670810569
"DQ794506.1.1387",0.280040035889852,1.29456502459154,2.90763421773985,0.445229670463097,0.656153786863557,NA
"FJ557977.1.1384",862.01543650325,2.99223024575374,1.11605605308467,2.68107523585712,0.00733860146231096,0.0245494882560027
"HQ876461.1.1511",9.71166448932615,0.392311032291433,0.891603348535879,0.440006234763087,0.659932591676986,0.71585908249707
"AUIB01000007.114179.115679",1.07699060126775,1.57467605220062,2.25091985619421,0.699570021503578,0.484195869806451,NA
"KC283048.1.1543",0.516735080710269,-0.529131957642929,1.7051644735175,-0.310311389816496,0.756324170558872,NA
"KF842558.1.1416",8.875116638186,-4.66212349346398,1.29198496993437,-3.60849669458678,0.000307976437722038,0.00246381150177631
"GQ448359.1.1396",9.51426792995631,-4.13939175931936,1.36094202532302,-3.04156362453196,0.00235352819837313,0.0109546039778822
"FJ470572.1.1360",0.993479578505147,-1.45497579495487,1.90588639682769,-0.763411605947053,0.445217960516265,NA
"GARB01003133.115.1632",2.00702915208139,-2.4956334222672,1.55417504734923,-1.60576083532142,0.108326468887287,0.184444558849239
"DQ796089.1.1390",0.469043446038282,-0.350572433932729,3.18743889869969,-0.109985617002962,0.912420781675639,NA
"GABT01019963.848.2718",0.80036824818406,0.188369932852399,2.59748991449607,0.0725199862379231,0.942188100626391,NA
"HQ323458.1.1504",2.73108917820508,-2.9224962146012,1.8224143576847,-1.60363981016595,0.108793470258731,0.184444558849239
"EF648100.1.1506",0.752842561169435,-0.00754604998284033,2.2132007030203,-0.00340956424446387,0.997279566601176,NA
"FR873975.1.1545",1.76196650787314,0.950292505111496,1.91272576516597,0.496826321063877,0.619311532300612,0.686336589908903
"KF928780.1.1519",0.00499833259720206,4.70080591497323,3.58687487464968,1.3105575408265,0.190007292012971,NA
"GU553044.1.1341",0.600804363147779,-0.717682004778208,2.29603745151946,-0.312574171777235,0.754604203456335,NA
"FJ957564.1.1515",2511.00818989379,1.04875548728101,0.672070209600717,1.56048500930295,0.118645309768114,0.198621878593574
"JUYT01000096.171.1693",395.440203291531,5.99857263216362,1.54043680485203,3.89407252103394,9.85751583046832e-05,0.00100940962103996
"FJ557934.1.1411",5.10379577692654,3.16284204625629,1.07774203555745,2.9346930359085,0.00333877805113819,0.0137859222756674
"JF697561.1.1506",0.59581805089657,-0.693513730898215,2.57209167996757,-0.269630253190259,0.787444723380428,NA
"GAON01156409.139.1558",0.245173525801773,0.556372985660345,2.04275792045353,0.272363641374021,0.785342426249367,NA
"HM066712.1.1464",2.57901438277869,-2.49873187684782,1.67069463717563,-1.49562452721583,0.134751527858957,0.218331589442361
"KF842545.1.1386",3.83510529374154,-3.42188878066785,1.67371298344351,-2.04448959559818,0.0409052042169572,0.0876217521588098
"FJ957846.1.1474",5.50370997059425,3.51811732824938,0.909053131234725,3.87008988514333,0.000108795233359305,0.00107121460538393
"HQ327111.1.1473",12.4614502646701,-4.93254047081052,1.70269577838337,-2.89690062865707,0.00376869107987946,0.0150747643195178
"HQ728404.1.1491",1.26867128827622,-1.79354392688885,2.51967062820956,-0.711816817169997,0.476578217441183,NA
"KC991107.1.1597",0.852983736351313,2.59995453844387,1.33690311272991,1.94475913301963,0.0518039748122411,NA
"GQ175334.1.1521",41.1294890124094,-2.32548127796809,0.983582920505599,-2.3642961152403,0.018064367426324,0.0476750315581335
"JN866570.1.1464",511.717478879698,-5.43166369782185,1.13900820230257,-4.76876609566236,1.85357721811703e-06,2.79126922257623e-05
"EU328097.1.1450",5.94471032313106,-2.69238006853482,0.871197956155215,-3.09043432610526,0.00199863998592056,0.00983945839222428
"HK556770.9.1472",0.178148908179139,1.0443683389214,3.56550817600198,0.292908692777829,0.769591944251999,NA
"KF906841.1.1487",9.62671276744308,-1.98118819871853,1.60677389511814,-1.23302239645414,0.217567408396228,0.300245668416601
"EF600592.1.1339",14.8532033150566,-4.89868324630091,1.32350051438275,-3.70130815444793,0.000214490796113645,0.00181416235434803
"FJ671786.1.1387",38.5946456550497,-1.36389298864431,1.29584791095808,-1.05251008016514,0.292565588214399,0.374483952914431
"AAAA02020712.626.2096",1.01729228494058,-1.44668000136923,2.10843427583085,-0.686139481772159,0.492625155919048,NA
"FLKC01000026.136.1601",0.689410415484647,-0.911946591890645,2.77637549076883,-0.328466590676505,0.742558901025548,NA
"KF906835.1.1540",17.1255086614742,0.656817131169573,2.75759480548043,0.238184786925265,0.811737775898479,0.848183145428615
"FM179752.1.1686",4.8753863320433,7.59707876235665,2.64138891958748,2.87616818031596,0.00402535174089066,0.0153804484428061
"AB249372.1.1472",0.164164050057026,1.16129930884087,3.56605560441618,0.325653729965042,0.744686355517783,NA
"AB546058.1.1480",0.482076586984108,0.0253975100154058,3.20383840078607,0.00792721318565082,0.993675065232943,NA
"JF766389.1.1513",1.46351775132024,0.794584678650967,1.93967873955005,0.409647568151047,0.682064497297592,NA
"EF511052.1.1484",1.31164317023218,-1.86234304057812,1.74002188528443,-1.07029863033803,0.284484910738309,NA
"KF841934.1.1385",1.56534492677186,-1.04373789473422,2.85393524063966,-0.365718843185904,0.714574883955729,NA
"KJ890498.1.1488",3.51809466733517,-3.18463502137599,1.36263498775835,-2.33711525829451,0.0194331918426216,0.0507642562419504
"JF766379.1.1511",24.5482874352914,2.202071353668,1.91640465596956,1.14906387166645,0.250529644384375,0.335788423886911
"GU563744.1.1502",2.36219572368639,-1.15244839408915,1.28317744958189,-0.898120828467385,0.369121135895584,0.435460879213224
"GQ491124.1.1360",1.41846177832961,-1.97013740804206,1.92475577031704,-1.02357786812482,0.306034703158311,NA
"JN178097.1.1437",0.215187543284348,0.770347744411041,2.96643024984327,0.259688473865766,0.795104084222741,NA
"HM445996.1.1494",0.570379703139915,-0.628840790011611,3.21682928507968,-0.195484663400792,0.845013542906323,NA
"D14153.1.1370",3.16488191900906,-0.651411508986464,1.42900919544221,-0.455848367571128,0.648499020373331,0.712513945131213
"HQ682006.1.1451",1.54573468076084,-1.98172647705873,2.13986591836311,-0.926098434510631,0.354394827485636,NA
"GQ258634.1.1318",1334.98558502978,3.54786670000659,1.41148487684039,2.51357046626563,0.0119515898959084,0.0343776068916017
"JN245722.1.1456",0.154122491912331,1.2592043679511,3.56654887561346,0.353059613611636,0.724043749293165,NA
"JN178390.1.1481",0.389496767743383,-0.0861139470764086,2.87410936057973,-0.0299619590880977,0.976097391789922,NA
"JF830179.1.1509",0.460130606256679,-0.31920209300014,2.87836079119165,-0.110897179386601,0.911697882330339,NA
"AYSG01000002.292.2076",10.4587876149277,-4.30698691985369,1.27498165284814,-3.37807756702416,0.000729944877252619,0.00434571833899234
"HM445342.1.1490",0.095183908595235,2.00761355472265,3.57073083607423,0.562241638165558,0.573951395755641,NA
"KF842592.1.1369",0.283809179572367,0.374735149667365,3.56309375888919,0.10517128513177,0.916239895478668,NA
"GQ472403.1.1419",1.78611661983356,0.272295944376888,2.58985979635954,0.105139260727412,0.916265306375215,0.934329560963692
"JF733429.1.1501",1.55733732465503,1.30237543779959,1.29571911239714,1.00513716695136,0.314830805541067,NA
"HM584364.1.1482",0.31987371150238,1.02774248841432,2.58576738143574,0.397461309084838,0.691027312603067,NA
"JQ455220.1.1409",2.44975011912225,-2.78479076246806,1.50986401319868,-1.84439839490473,0.0651251010714532,0.124710717402224
"FJ558013.1.1408",0.908370594833945,-1.31333113806047,2.25921226697371,-0.581322595162656,0.56102305493679,NA
"EU844911.1.1328",5.21254052387229,-20.8737437048994,3.56489655727368,-5.85535747518661,4.75985068678923e-09,1.35391308424227e-07
"JN178118.1.1477",0.779381310355382,-0.965848075207463,1.94246539014983,-0.497227945530068,0.619028316785592,NA
"JQ769625.1.1444",0.256349918067713,1.63127746621625,2.45647618058885,0.664072169356516,0.506644121599095,NA
"HM066409.1.1463",0.464096193604617,-0.354486952721486,2.09365999947728,-0.169314479337614,0.865549287541752,NA
"GQ175351.1.1519",8.15573536780353,-1.62634383249081,1.98629283224773,-0.818783517760772,0.412909936330932,0.476148395048282
"GU272313.1.1510",2.1534105641539,-2.55524779286448,2.5777104315225,-0.991285817684046,0.321546036171606,0.39959119058219
"GDHX01215805.4.1493",0.138281133844564,1.40476497824414,3.51380368606804,0.399784707328394,0.689315095330946,NA
"JX548419.1.1509",2.62955261203319,-2.37267915038526,1.06586184318876,-2.22606631952119,0.0260097395226831,0.0610870946587787
"ACOR01000003.1451.2935",8.73036148387799,-0.109586899201565,1.08746291717996,-0.10077299875728,0.919730661573635,0.934329560963692
"GU906249.1.1413",11.9163414790977,1.9188049702667,1.34849837317936,1.42291975165141,0.15475941972238,0.241495873213989
"HK557047.45.1575",228.097240835082,-4.59860620237487,0.946607724562578,-4.85798507982793,1.18586343086298e-06,1.89738148938077e-05
"KF010693.1.1489",0.677465216394013,-0.879477013590743,3.18692790129224,-0.275963887740959,0.782575802976904,NA
"JAHK01000002.1485485.1487033",270.851002644171,4.79435293577371,1.62765541470889,2.94555769756167,0.00322373016882231,0.0137689025637092
"FJ557790.1.1378",282.769387361813,-3.77477880298316,0.75061320664555,-5.02892670894034,4.93232858190682e-07,9.01911512120104e-06
"CBVZ010000002.74463.76000",1.36657965670659,5.30632763196565,3.58671327777134,1.4794401506392,0.13902271591295,NA
"LHTF01000009.1335.2930",3.3232031882422,7.92068997308772,3.57563601765631,2.21518351811419,0.0267474707010085,0.0622486590859834
"JN030530.1.1460",107.096175524504,-8.82081643062232,1.51161036318716,-5.83537705578047,5.36690585024916e-09,1.37392789766379e-07
"GU272317.1.1456",1.29566085848439,-1.83820009082596,1.93817157656262,-0.948419692587814,0.342915838160115,NA
"KF842051.1.1404",0.971319178704615,-1.41561780482086,2.13539495090043,-0.662930201377474,0.50737525801361,NA
"JX097321.1.1494",48.1644683980159,2.79226048879137,2.21143428747143,1.26264682817415,0.206716130801872,0.292371986106514
"CZPX01000003.3659.5189",2.20373935876928,-0.876907010854612,1.37337280566076,-0.638506170531544,0.523144238597023,0.584825000353004
"GBFX01069610.194.1692",2.22592659988004,-2.03114223222708,1.46167511487158,-1.38959896871852,0.164650689100822,0.24649459888778
"FN668057.1.1443",1.01675339818353,-1.47661146397211,2.32117504142286,-0.636148260092854,0.52467979276843,NA
"AB636947.1.1425",0.402880005580139,-0.132820457940413,2.87689876108948,-0.0461679290689094,0.963176404101555,NA
"FJ983016.1.1511",3.76246914215677,-3.09953505065394,1.59973724494,-1.93752759114526,0.0526808840153334,0.103505854890314
"GU553025.1.1449",1.53916705670412,-1.80045544731132,1.78516620769162,-1.00856460286657,0.313183490463372,NA
"HK555681.1.1458",9.97350661540967,-3.26446357820386,1.27234490794177,-2.56570648243853,0.0102965917116923,0.0317581623878701
"FJ957654.1.1486",0.0654448025795165,2.42950313034561,3.57407692788282,0.679756809763123,0.496658458246933,NA
"CSCC01000023.50.1885",113.869817700634,1.12128694180117,1.09962103135997,1.01970307026086,0.307869305128287,0.388248975925328
"KF842066.1.1423",1.67519429724396,-2.10827891420804,1.18517416342473,-1.7788768767249,0.0752599498684697,0.139612660625567
"KJ890494.1.1487",5.05378049039883,-3.82143482749685,1.47074777367132,-2.59829380394552,0.00936882940186258,0.0296101274923064
"AY773136.1.1509",1.49921590287478,-1.42999749436999,2.38557856843077,-0.599434247646953,0.548883344687892,NA
"KF843576.1.1351",0.187994621289333,0.970277901227798,3.56518332214325,0.27215371933371,0.785503825720054,NA
"HQ327216.1.1492",0.649287393634443,-0.641096863316121,2.55688019641222,-0.250734025088739,0.802019752567939,NA
"FJ957443.1.1492",497.643350742978,-4.98770561369606,1.00969741526772,-4.93980229945777,7.82018183693917e-07,1.33464436683762e-05
"HM587324.1.1489",9.59821760657776,-4.36078608109123,1.22333311268889,-3.5646759135835,0.000364306049840038,0.00274301025761911
"CP012945.1523999.1525460",0.388260356045998,-0.0793470022840984,2.8611545929506,-0.0277325113713171,0.977875493345082,NA
"GQ340268.1.1348",2.7353737732149,-2.68115754355916,1.62063965621023,-1.65438228867538,0.0980498627870335,0.171923047078634
"JVEO01000014.1806.3342",0.611208410956814,-0.740082941446947,2.52152731767933,-0.293505819373028,0.769135552051145,NA
"KJ809335.1.1477",8.83630818884174,-4.39279902524382,2.08816305294759,-2.10366667442137,0.035407533419125,0.0781407634077241
"AGEI01000004.3703.5220",125.209195045214,4.92539959784658,1.82398877747434,2.70034534130563,0.0069267534022914,0.0239628225809
"DQ804527.1.1389",2.40306809293281,-2.24945776322005,2.03991988025015,-1.10271868272797,0.270149350898968,0.351057024518455
"AJ879127.1.1445",0.489028103802936,-0.414618112616102,2.58549534893028,-0.160363124531493,0.872595036004372,NA
"GAYX01056574.118.1534",2.68160320696224,-2.65119271561319,2.12848192520791,-1.24557915395698,0.212918939344681,0.297853816788187
"GALO01006443.2.1478",0.0498753228607363,2.74184884947476,3.57620884549722,0.766691479141941,0.443264970984787,NA
"GQ360006.1.1437",66.7775827779986,1.72359439259875,0.623609845261559,2.7638986229857,0.00571152812578769,0.0211905971043717
"JX843606.1.1504",5.33772696265031,-3.69402584698829,1.34474121738897,-2.7470161539042,0.00601401722966173,0.0216843438139916
"FJ557873.1.1382",1.06761039555343,0.279314714107077,1.04965930237879,0.266100356062276,0.790161920784669,NA
"EF510348.1.1506",75.9516592144719,-6.39295289166041,1.21366232222798,-5.2674889667206,1.38302470669692e-07,3.21867568104011e-06
"JN685504.1.1473",3.77038794416639,-3.3983424006206,1.50263954145931,-2.2615819076079,0.0237232468706127,0.0568594959070429
"GQ491298.1.1331",1.10148116851871,-1.58081478965469,3.13825428858266,-0.503724250582842,0.61445516457444,NA
"AYLG01000126.503.2011",1.69699391541376,-1.54805014560766,2.47335896881566,-0.625889798094663,0.531387226521701,0.591457086911111
"AB627071.1.1445",0.679751828941944,-0.899751754141334,2.26871114362203,-0.396591587549955,0.691668657072278,NA
"JN626188.1.1506",7.85112567731115,6.82038910508987,3.00304072445809,2.27116104338566,0.0231372307577698,0.0567070015870927
"D14139.1.1375",4.54570397627597,-1.72518120690644,1.56910191270939,-1.09947046328403,0.271562910544329,0.3511116419159
"KF712568.1.1452",2.38579417969184,-2.72190148548644,1.94673952953039,-1.39818473103233,0.162057600732919,0.24649459888778
"JN695884.1.1564",49.428190782069,4.88673586208823,2.4857165170155,1.96592645566661,0.0493071065761545,0.098614213152309
"JF766568.1.1454",1.493839064697,-2.02836482515809,2.54045662881171,-0.798425291797579,0.424623731039268,NA
"JX290307.1.1514",0.626828186849981,-0.764365803502262,3.56085235048502,-0.214658101001618,0.830033891592136,NA
"KF842633.1.1402",2.79650564716748,-2.98285656934627,1.4675150123037,-2.03259015706,0.0420939467679942,0.0876217521588098
"KU515298.1.1494",0.196261074614867,0.904304756877308,3.40868819235651,0.265294067936481,0.790782933944305,NA
"KF842917.1.1421",2.51500260219666,-1.93187274392559,1.74936421550211,-1.10432849077749,0.269450668171304,0.351057024518455
"HM587320.1.1480",0.770056097313961,-1.04570828249114,1.80013571892272,-0.580905245920534,0.561304316574332,NA
"JN579972.1.1541",0.287707236284631,0.356466647448839,3.56304220636444,0.100045586553004,0.920308134131755,NA
"KF842913.1.1420",3.62194308107646,6.95132959993659,2.23008583999036,3.1170681752621,0.0018265932614847,0.00935215749880165
"FJ470464.1.1525",1.18153114164376,-1.77611096917086,1.12694842455542,-1.57603571775837,0.115017571940824,NA
"FN794244.1.1497",2.24393597636081,-0.857207339884057,1.92262100553452,-0.44585351840871,0.655703059951345,0.71585908249707
"JQ795732.1.1518",908.820697796301,-7.9204530854886,0.873481623328096,-9.06768141876928,1.21576429776392e-19,1.55617830113781e-17
"HQ883945.1.1551",0.172612445332716,2.19817608612229,1.24487291796128,1.76578352248375,0.0774321739503298,NA
"ADDS01000069.379.1898",0.344387086138895,0.0970964057973026,3.26187500074356,0.0297670529297319,0.976252835069729,NA
"GALZ01007484.194.1638",18.0445758555277,-5.71988486324178,0.950023298647139,-6.02078377592114,1.73574502929508e-09,5.92998731873909e-08
"KF010736.1.1445",0.262480818506315,1.50095658774444,2.58578960845369,0.580463539198001,0.561602067583712,NA
"DQ532350.1.1524",19.1632848299923,-1.78444391263881,0.989274746853513,-1.80379001719634,0.0712642314068349,0.13316527912518
"JN178846.1.1525",0.121114938881851,1.58178670303975,3.10584692886128,0.509293194181883,0.610546727688583,NA
"ABXA01000039.540.2054",16.7036308438785,-3.1134258387859,1.14663235608752,-2.71527819902918,0.00662201172150117,0.0235449305653375
"FN811195.1.1455",5.30312385001642,-3.84018576941192,1.94923263266795,-1.97010131323103,0.0488267604551052,0.0984224462717081
"GU305772.1.1500",1.24567653230196,-1.42904029123218,1.55683495746701,-0.91791379964723,0.358663996458434,NA
"HQ681994.1.1453",1.56273774552881,-2.11816604571051,1.77087867568494,-1.19611019930049,0.231653557987766,NA
"JQ825174.1.1458",1.17996820199845,2.02928648976988,3.17328388724219,0.639491001081995,0.522503565957633,NA
"AGWQ01000001.1612.3142",0.438152329149909,1.63122638708591,3.56840488487634,0.457130409724356,0.647577313885516,NA
"JN082676.1.1481",1.31670912113554,-1.86746118242801,1.84251068318102,-1.01354157643413,0.310801547599099,NA
"GU731299.1.1390",45.6124261002349,1.3629384443328,0.645902151034784,2.11013145280484,0.0348470347797018,0.0775725295965537
"FN563408.1.1215",2.42492584913346,0.782867281074378,2.8628042835752,0.273461684253419,0.78449834174463,0.823080227404202
"HQ121123.1.1458",0.650455120397445,-0.820460723359893,3.20788005316751,-0.255764152574769,0.798132955513517,NA
"AOQK01000143.3212.4810",0.115523240821031,1.62256148972886,1.98742661937456,0.816413282337682,0.414263802438094,NA
"DQ298283.1.1371",0.363127085707039,0.0143551270186356,2.88173652895182,0.00498141550222048,0.996025421917703,NA
"JN187532.1.1511",3.31001339291111,-2.04339234281433,1.15209786052874,-1.77362740859231,0.0761248009456844,0.140201072245289
"KF733619.1.1482",2.25410921433363,-2.61831145368636,2.80624385115945,-0.933030624763616,0.350804156515018,0.421758231254495
"JN177839.1.1479",0.362882674954422,0.216479246550998,1.72607029422594,0.125417398859807,0.900193114571265,NA
"GBKB01000906.322.1853",18669.2156742168,5.36375465855107,0.892444233095648,6.01018468117122,1.85312103710597e-09,5.92998731873909e-08
"GQ492499.1.1357",0.266261804295449,0.456140510995185,2.58353215054669,0.176556932298544,0.859856425573671,NA
"HK556755.1.1486",37.7576847532159,-4.46133927335517,1.17065786846461,-3.8109676563371,0.000138423879375435,0.00126558975428969
"JX548347.1.1509",2.01022325938643,-0.0788417277402283,1.59077965934051,-0.0495616896264022,0.96047167634116,0.964238231934655
"HQ860483.1.1449",4.67483429116706,-3.69553807796041,1.43069138636205,-2.58304349434675,0.00979329758539736,0.0305741973397771
"KF842901.1.1378",0.77727491827702,-1.10355077990166,1.75766442078054,-0.62785066754187,0.530101770705661,NA
"GU455318.1.1451",1.43923315195187,-0.596983874969357,1.77130157390521,-0.337031188683009,0.736093388966717,NA
"DQ808873.1.1403",0.557802911659896,-0.595871895582303,3.18227103820065,-0.187247374101493,0.851466682482578,NA
"EF509307.1.1494",1.57532189668921,2.64049371352188,2.50794166745127,1.05285292229517,0.292408405399305,NA
"JN178087.1.1535",0.495987587830632,-0.441184346225797,2.28688287043823,-0.1929195202469,0.847021997253694,NA
"AOQH01000134.9789.11348",0.907831759932969,1.85108725331696,1.05527705316014,1.75412442426724,0.0794091894236019,NA
"GU272299.1.1453",0.289006896218859,0.307254666613363,1.7875147294564,0.171889306169132,0.863524553897491,NA
"KF842622.1.1362",0.855941016003601,-1.18081516754219,2.07798721858192,-0.568249485359211,0.569865574165621,NA
"HQ883961.1.1547",1.12179919213339,-0.50043379856667,0.836288283016755,-0.598398672717796,0.549573951185907,NA
"HQ883931.1.1537",2.63865330974048,-1.98746220972486,1.05889303419964,-1.87692443479627,0.0605284513637543,0.117388511735766
"FJ940806.1.1506",2.94056388586618,-0.368807536744154,3.20794015095395,-0.114967087722781,0.908471209218891,0.930274518240145
"JN628990.1.1569",4.08877888974702,3.13532125720892,1.62015448535763,1.93519894895506,0.0529658866821527,0.103505854890314
"HQ739122.1.1450",4.41176224488985,-3.59685473452577,1.13608234999724,-3.16601585662738,0.00154542369030048,0.00841762690887068
"AY563448.1.1496",1.70088095590516,-2.13336263842677,2.62252073056005,-0.813477893069384,0.415944116042936,0.477496384336285
"FJ557974.1.1421",0.590534250882801,-0.670661966406478,2.14001577045316,-0.313391132750607,0.753983520212496,NA
"CP001628.1564668.1566028",412.960604596564,-9.27161743198106,1.14726543223069,-8.08149288866289,6.39786593595882e-16,5.45951226535153e-14
"JALV01000036.3467.4991",2.20267861634593,-0.899366256250845,1.40416160471733,-0.64050053300802,0.52184724272898,0.584825000353004
"GQ136604.1.1348",0.959417593819431,-1.15493904634952,2.1510388294261,-0.536921523939973,0.591321822613594,NA
"KM984489.1.1512",1.43950073281908,-1.99315022480975,1.91503607258365,-1.04078991165985,0.29797306317555,NA
"DQ793247.1.1384",2.08485161238351,-2.51864846845796,2.17387857729089,-1.15859666439913,0.246620629168419,0.33228884772166
"CYUK01000003.1752625.1754089",3.88788243783091,0.0714872474163326,1.28328473665273,0.055706458102819,0.955575654671676,0.963099872424996
"LECC01000011.1.1290",2.43018232626345,2.92105895218104,1.43715055468158,2.03253510404012,0.0420995137325532,0.0876217521588098
"FJ557858.1.1386",9.18252554193437,-4.49891413052901,1.2904277722959,-3.48637422962824,0.000489615549544976,0.00323448505165684
"GU477345.1.1471",0.432800363970901,0.140987237057497,1.65796807627485,0.0850361590642142,0.932232644031195,NA
"HQ118978.1.1385",0.51163387298906,-0.478795254407406,2.83315216909282,-0.168997366124784,0.865798713130339,NA
"GU293227.1.1444",0.504902238681575,-0.45424831829876,3.56130012398136,-0.127551260069295,0.898504104786728,NA
"JX515496.1.1486",1.50774059907405,-1.40742016891964,1.62775729425035,-0.864637605305783,0.387237725509834,NA
"AM111060.1.1503",0.365244968287159,0.0131826007715973,3.56218482718366,0.00370070656384771,0.997047270108364,NA
"GQ448744.1.1393",0.34006169729967,1.19671165593321,2.88072782264089,0.415419897196721,0.677834543368582,NA
"CBUJ010000005.204.1751",5.96053997735806,-4.0354183549619,1.30285481473017,-3.09736611427242,0.00195248570974385,0.00980071258224364
"DQ793560.1.1388",1.80849563175883,-2.31193250175276,2.30226491498104,-1.00419916348845,0.315282625250531,0.393718790556761
"KF842874.1.1392",0.19606609047741,0.907670764063031,3.5649213847948,0.254611719611673,0.799023006510375,NA
"GQ415379.1.1495",4.86027948645475,-3.77615225982642,1.49593390645809,-2.52427747210248,0.0115936379477848,0.0339724469189916
"KF841938.1.1366",1.52158199182871,-1.20577910032949,2.36669856510323,-0.509477260056943,0.61041773371309,NA
"FJ957511.1.1474",22.8510511972243,1.21901405375677,0.795510171971387,1.53236765123428,0.125431735443305,0.207164672732169
"JQ014308.13.1441",0.292951603389481,0.30366652322436,2.10194281887633,0.144469450118865,0.885129778625768,NA
"KJ890529.1.1486",0.503228912513769,-0.458595661294786,2.51781307873141,-0.182140471494353,0.855472488256199,NA
