#OTU_ID,Phylum,Species
New.CleanUp.ReferenceOTU13193,Firmicutes,Staphylococcus hominis
New.CleanUp.ReferenceOTU13466,Firmicutes,Staphylococcus hominis
New.CleanUp.ReferenceOTU14531,Firmicutes,Staphylococcus hominis
New.CleanUp.ReferenceOTU14969,Firmicutes,Staphylococcus hominis
New.CleanUp.ReferenceOTU15159,Firmicutes,Staphylococcus hominis
New.CleanUp.ReferenceOTU15204,Firmicutes,Staphylococcus hominis
New.CleanUp.ReferenceOTU1749,Firmicutes,Staphylococcus hominis
New.CleanUp.ReferenceOTU1764,Firmicutes,Staphylococcus hominis
New.CleanUp.ReferenceOTU17908,Firmicutes,Staphylococcus hominis
New.CleanUp.ReferenceOTU18076,Firmicutes,Staphylococcus hominis
New.CleanUp.ReferenceOTU18726,Firmicutes,Staphylococcus hominis
New.CleanUp.ReferenceOTU18976,Firmicutes,Staphylococcus hominis
New.CleanUp.ReferenceOTU20105,Firmicutes,Staphylococcus hominis
New.CleanUp.ReferenceOTU21203,Firmicutes,Staphylococcus hominis
New.CleanUp.ReferenceOTU21308,Firmicutes,Staphylococcus hominis
New.CleanUp.ReferenceOTU21818,Firmicutes,Staphylococcus hominis
New.CleanUp.ReferenceOTU22147,Firmicutes,Staphylococcus hominis
New.CleanUp.ReferenceOTU24049,Firmicutes,Staphylococcus hominis
New.CleanUp.ReferenceOTU24184,Firmicutes,Staphylococcus hominis
New.CleanUp.ReferenceOTU24331,Firmicutes,Staphylococcus hominis
New.CleanUp.ReferenceOTU2542,Firmicutes,Staphylococcus hominis
New.CleanUp.ReferenceOTU26034,Firmicutes,Staphylococcus hominis
New.CleanUp.ReferenceOTU27542,Firmicutes,Staphylococcus hominis
New.CleanUp.ReferenceOTU27925,Firmicutes,Staphylococcus hominis
New.CleanUp.ReferenceOTU28992,Firmicutes,Staphylococcus hominis
New.CleanUp.ReferenceOTU30060,Firmicutes,Staphylococcus hominis
New.CleanUp.ReferenceOTU35331,Firmicutes,Staphylococcus hominis
New.CleanUp.ReferenceOTU36961,Firmicutes,Staphylococcus hominis
New.CleanUp.ReferenceOTU38015,Firmicutes,Staphylococcus hominis
New.CleanUp.ReferenceOTU38278,Firmicutes,Staphylococcus hominis
New.CleanUp.ReferenceOTU3931,Firmicutes,Staphylococcus hominis
New.CleanUp.ReferenceOTU39419,Firmicutes,Staphylococcus hominis
New.CleanUp.ReferenceOTU40030,Firmicutes,Staphylococcus hominis
New.CleanUp.ReferenceOTU43844,Firmicutes,Staphylococcus hominis
New.CleanUp.ReferenceOTU44307,Firmicutes,Staphylococcus hominis
New.CleanUp.ReferenceOTU45021,Firmicutes,Staphylococcus hominis
New.CleanUp.ReferenceOTU45712,Firmicutes,Staphylococcus hominis
New.CleanUp.ReferenceOTU46202,Firmicutes,Staphylococcus hominis
New.CleanUp.ReferenceOTU46204,Firmicutes,Staphylococcus hominis
New.CleanUp.ReferenceOTU46812,Firmicutes,Staphylococcus hominis
New.CleanUp.ReferenceOTU47223,Firmicutes,Staphylococcus hominis
New.CleanUp.ReferenceOTU48616,Firmicutes,Staphylococcus hominis
New.CleanUp.ReferenceOTU48858,Firmicutes,Staphylococcus hominis
New.CleanUp.ReferenceOTU4912,Firmicutes,Staphylococcus hominis
New.CleanUp.ReferenceOTU50245,Firmicutes,Staphylococcus hominis
New.CleanUp.ReferenceOTU51248,Firmicutes,Staphylococcus hominis
New.CleanUp.ReferenceOTU51275,Firmicutes,Staphylococcus hominis
New.CleanUp.ReferenceOTU51792,Firmicutes,Staphylococcus hominis
New.CleanUp.ReferenceOTU52416,Firmicutes,Staphylococcus hominis
New.CleanUp.ReferenceOTU53023,Firmicutes,Staphylococcus hominis
New.CleanUp.ReferenceOTU53148,Firmicutes,Staphylococcus hominis
New.CleanUp.ReferenceOTU5518,Firmicutes,Staphylococcus hominis
New.CleanUp.ReferenceOTU56668,Firmicutes,Staphylococcus hominis
New.CleanUp.ReferenceOTU59345,Firmicutes,Staphylococcus hominis
New.CleanUp.ReferenceOTU59707,Firmicutes,Staphylococcus hominis
New.CleanUp.ReferenceOTU61758,Firmicutes,Staphylococcus hominis
New.CleanUp.ReferenceOTU62055,Firmicutes,Staphylococcus hominis
New.CleanUp.ReferenceOTU62073,Firmicutes,Staphylococcus hominis
New.CleanUp.ReferenceOTU6248,Firmicutes,Staphylococcus hominis
New.CleanUp.ReferenceOTU64797,Firmicutes,Staphylococcus hominis
New.CleanUp.ReferenceOTU64798,Firmicutes,Staphylococcus hominis
New.CleanUp.ReferenceOTU66388,Firmicutes,Staphylococcus hominis
New.CleanUp.ReferenceOTU6655,Firmicutes,Staphylococcus hominis
New.CleanUp.ReferenceOTU676,Firmicutes,Staphylococcus hominis
New.CleanUp.ReferenceOTU68044,Firmicutes,Staphylococcus hominis
New.CleanUp.ReferenceOTU69448,Firmicutes,Staphylococcus hominis
New.CleanUp.ReferenceOTU73917,Firmicutes,Staphylococcus hominis
New.CleanUp.ReferenceOTU75981,Firmicutes,Staphylococcus hominis
New.CleanUp.ReferenceOTU76264,Firmicutes,Staphylococcus hominis
New.CleanUp.ReferenceOTU76950,Firmicutes,Staphylococcus hominis
New.CleanUp.ReferenceOTU77023,Firmicutes,Staphylococcus hominis
New.CleanUp.ReferenceOTU79064,Firmicutes,Staphylococcus hominis
New.CleanUp.ReferenceOTU8115,Firmicutes,Staphylococcus hominis
New.CleanUp.ReferenceOTU83810,Firmicutes,Staphylococcus hominis
New.CleanUp.ReferenceOTU83940,Firmicutes,Staphylococcus hominis
New.CleanUp.ReferenceOTU84760,Firmicutes,Staphylococcus hominis
New.CleanUp.ReferenceOTU84880,Firmicutes,Staphylococcus hominis
New.CleanUp.ReferenceOTU8494,Firmicutes,Staphylococcus hominis
New.CleanUp.ReferenceOTU85289,Firmicutes,Staphylococcus hominis
New.CleanUp.ReferenceOTU87031,Firmicutes,Staphylococcus hominis
New.CleanUp.ReferenceOTU89502,Firmicutes,Staphylococcus hominis
New.CleanUp.ReferenceOTU89559,Firmicutes,Staphylococcus hominis
New.CleanUp.ReferenceOTU8987,Firmicutes,Staphylococcus hominis
New.CleanUp.ReferenceOTU90719,Firmicutes,Staphylococcus hominis
New.CleanUp.ReferenceOTU9181,Firmicutes,Staphylococcus hominis
New.CleanUp.ReferenceOTU92553,Firmicutes,Staphylococcus hominis
New.CleanUp.ReferenceOTU94730,Firmicutes,Staphylococcus hominis
New.CleanUp.ReferenceOTU96362,Firmicutes,Staphylococcus hominis
New.CleanUp.ReferenceOTU96510,Firmicutes,Staphylococcus hominis
New.CleanUp.ReferenceOTU96690,Firmicutes,Staphylococcus hominis
New.CleanUp.ReferenceOTU97078,Firmicutes,Staphylococcus hominis
New.CleanUp.ReferenceOTU9799,Firmicutes,Staphylococcus hominis
New.CleanUp.ReferenceOTU98073,Firmicutes,Staphylococcus hominis
New.ReferenceOTU590,Firmicutes,Staphylococcus hominis
New.ReferenceOTU97,Firmicutes,Staphylococcus hominis
New.CleanUp.ReferenceOTU104313,Firmicutes,Staphylococcus hyicus
New.CleanUp.ReferenceOTU13592,Firmicutes,Staphylococcus hyicus
New.CleanUp.ReferenceOTU14334,Firmicutes,Staphylococcus hyicus
New.CleanUp.ReferenceOTU26662,Firmicutes,Staphylococcus hyicus
New.CleanUp.ReferenceOTU3583,Firmicutes,Staphylococcus hyicus
New.CleanUp.ReferenceOTU49440,Firmicutes,Staphylococcus hyicus
New.CleanUp.ReferenceOTU58737,Firmicutes,Staphylococcus hyicus
New.CleanUp.ReferenceOTU60268,Firmicutes,Staphylococcus hyicus
New.CleanUp.ReferenceOTU8790,Firmicutes,Staphylococcus hyicus
New.CleanUp.ReferenceOTU30931,Firmicutes,Staphylococcus lugdunensis
New.CleanUp.ReferenceOTU45644,Firmicutes,Staphylococcus lugdunensis
New.CleanUp.ReferenceOTU48798,Firmicutes,Staphylococcus lugdunensis
New.CleanUp.ReferenceOTU55314,Firmicutes,Staphylococcus lugdunensis
New.ReferenceOTU855,Firmicutes,Staphylococcus lugdunensis
New.CleanUp.ReferenceOTU82169,Firmicutes,Staphylococcus microti
New.CleanUp.ReferenceOTU100755,Firmicutes,Staphylococcus pettenkoferi
New.CleanUp.ReferenceOTU102097,Firmicutes,Staphylococcus pettenkoferi
New.CleanUp.ReferenceOTU102821,Firmicutes,Staphylococcus pettenkoferi
New.CleanUp.ReferenceOTU11013,Firmicutes,Staphylococcus pettenkoferi
New.CleanUp.ReferenceOTU11864,Firmicutes,Staphylococcus pettenkoferi
New.CleanUp.ReferenceOTU12445,Firmicutes,Staphylococcus pettenkoferi
New.CleanUp.ReferenceOTU16463,Firmicutes,Staphylococcus pettenkoferi
New.CleanUp.ReferenceOTU22423,Firmicutes,Staphylococcus pettenkoferi
New.CleanUp.ReferenceOTU24155,Firmicutes,Staphylococcus pettenkoferi
New.CleanUp.ReferenceOTU26209,Firmicutes,Staphylococcus pettenkoferi
New.CleanUp.ReferenceOTU26277,Firmicutes,Staphylococcus pettenkoferi
New.CleanUp.ReferenceOTU266,Firmicutes,Staphylococcus pettenkoferi
New.CleanUp.ReferenceOTU27504,Firmicutes,Staphylococcus pettenkoferi
New.CleanUp.ReferenceOTU27845,Firmicutes,Staphylococcus pettenkoferi
New.CleanUp.ReferenceOTU27856,Firmicutes,Staphylococcus pettenkoferi
New.CleanUp.ReferenceOTU28741,Firmicutes,Staphylococcus pettenkoferi
New.CleanUp.ReferenceOTU29331,Firmicutes,Staphylococcus pettenkoferi
New.CleanUp.ReferenceOTU31748,Firmicutes,Staphylococcus pettenkoferi
New.CleanUp.ReferenceOTU32295,Firmicutes,Staphylococcus pettenkoferi
New.CleanUp.ReferenceOTU32418,Firmicutes,Staphylococcus pettenkoferi
New.CleanUp.ReferenceOTU33942,Firmicutes,Staphylococcus pettenkoferi
New.CleanUp.ReferenceOTU34617,Firmicutes,Staphylococcus pettenkoferi
New.CleanUp.ReferenceOTU36202,Firmicutes,Staphylococcus pettenkoferi
New.CleanUp.ReferenceOTU38965,Firmicutes,Staphylococcus pettenkoferi
New.CleanUp.ReferenceOTU39703,Firmicutes,Staphylococcus pettenkoferi
New.CleanUp.ReferenceOTU40984,Firmicutes,Staphylococcus pettenkoferi
New.CleanUp.ReferenceOTU42126,Firmicutes,Staphylococcus pettenkoferi
New.CleanUp.ReferenceOTU43215,Firmicutes,Staphylococcus pettenkoferi
New.CleanUp.ReferenceOTU43422,Firmicutes,Staphylococcus pettenkoferi
New.CleanUp.ReferenceOTU4653,Firmicutes,Staphylococcus pettenkoferi
New.CleanUp.ReferenceOTU46809,Firmicutes,Staphylococcus pettenkoferi
New.CleanUp.ReferenceOTU48911,Firmicutes,Staphylococcus pettenkoferi
New.CleanUp.ReferenceOTU50053,Firmicutes,Staphylococcus pettenkoferi
New.CleanUp.ReferenceOTU51906,Firmicutes,Staphylococcus pettenkoferi
New.CleanUp.ReferenceOTU54783,Firmicutes,Staphylococcus pettenkoferi
New.CleanUp.ReferenceOTU55084,Firmicutes,Staphylococcus pettenkoferi
New.CleanUp.ReferenceOTU68248,Firmicutes,Staphylococcus pettenkoferi
New.CleanUp.ReferenceOTU68851,Firmicutes,Staphylococcus pettenkoferi
New.CleanUp.ReferenceOTU71252,Firmicutes,Staphylococcus pettenkoferi
New.CleanUp.ReferenceOTU71263,Firmicutes,Staphylococcus pettenkoferi
New.CleanUp.ReferenceOTU71360,Firmicutes,Staphylococcus pettenkoferi
New.CleanUp.ReferenceOTU74736,Firmicutes,Staphylococcus pettenkoferi
New.CleanUp.ReferenceOTU76931,Firmicutes,Staphylococcus pettenkoferi
New.CleanUp.ReferenceOTU81327,Firmicutes,Staphylococcus pettenkoferi
New.CleanUp.ReferenceOTU81924,Firmicutes,Staphylococcus pettenkoferi
New.CleanUp.ReferenceOTU84611,Firmicutes,Staphylococcus pettenkoferi
New.CleanUp.ReferenceOTU8575,Firmicutes,Staphylococcus pettenkoferi
New.CleanUp.ReferenceOTU86040,Firmicutes,Staphylococcus pettenkoferi
New.CleanUp.ReferenceOTU88048,Firmicutes,Staphylococcus pettenkoferi
New.CleanUp.ReferenceOTU94137,Firmicutes,Staphylococcus pettenkoferi
New.CleanUp.ReferenceOTU94357,Firmicutes,Staphylococcus pettenkoferi
New.CleanUp.ReferenceOTU94724,Firmicutes,Staphylococcus pettenkoferi
New.CleanUp.ReferenceOTU95245,Firmicutes,Staphylococcus pettenkoferi
New.CleanUp.ReferenceOTU95383,Firmicutes,Staphylococcus pettenkoferi
New.CleanUp.ReferenceOTU98339,Firmicutes,Staphylococcus pettenkoferi
New.CleanUp.ReferenceOTU9883,Firmicutes,Staphylococcus pettenkoferi
New.CleanUp.ReferenceOTU99313,Firmicutes,Staphylococcus pettenkoferi
New.ReferenceOTU601,Firmicutes,Staphylococcus pettenkoferi
BARM01000011.25934.27465,Firmicutes,Staphylococcus pseudintermedius
New.CleanUp.ReferenceOTU14896,Firmicutes,Staphylococcus pseudintermedius
New.CleanUp.ReferenceOTU16731,Firmicutes,Staphylococcus pseudintermedius
New.CleanUp.ReferenceOTU2072,Firmicutes,Staphylococcus pseudintermedius
New.CleanUp.ReferenceOTU21922,Firmicutes,Staphylococcus pseudintermedius
New.CleanUp.ReferenceOTU2449,Firmicutes,Staphylococcus pseudintermedius
New.CleanUp.ReferenceOTU25787,Firmicutes,Staphylococcus pseudintermedius
New.CleanUp.ReferenceOTU29574,Firmicutes,Staphylococcus pseudintermedius
New.CleanUp.ReferenceOTU3248,Firmicutes,Staphylococcus pseudintermedius
New.CleanUp.ReferenceOTU36335,Firmicutes,Staphylococcus pseudintermedius
New.CleanUp.ReferenceOTU39130,Firmicutes,Staphylococcus pseudintermedius
New.CleanUp.ReferenceOTU40248,Firmicutes,Staphylococcus pseudintermedius
New.CleanUp.ReferenceOTU42176,Firmicutes,Staphylococcus pseudintermedius
New.CleanUp.ReferenceOTU45203,Firmicutes,Staphylococcus pseudintermedius
New.CleanUp.ReferenceOTU48688,Firmicutes,Staphylococcus pseudintermedius
New.CleanUp.ReferenceOTU48734,Firmicutes,Staphylococcus pseudintermedius
New.CleanUp.ReferenceOTU48956,Firmicutes,Staphylococcus pseudintermedius
New.CleanUp.ReferenceOTU51114,Firmicutes,Staphylococcus pseudintermedius
New.CleanUp.ReferenceOTU55968,Firmicutes,Staphylococcus pseudintermedius
New.CleanUp.ReferenceOTU56900,Firmicutes,Staphylococcus pseudintermedius
New.CleanUp.ReferenceOTU58843,Firmicutes,Staphylococcus pseudintermedius
New.CleanUp.ReferenceOTU61928,Firmicutes,Staphylococcus pseudintermedius
New.CleanUp.ReferenceOTU62282,Firmicutes,Staphylococcus pseudintermedius
New.CleanUp.ReferenceOTU6456,Firmicutes,Staphylococcus pseudintermedius
New.CleanUp.ReferenceOTU68827,Firmicutes,Staphylococcus pseudintermedius
New.CleanUp.ReferenceOTU70028,Firmicutes,Staphylococcus pseudintermedius
New.CleanUp.ReferenceOTU7161,Firmicutes,Staphylococcus pseudintermedius
New.CleanUp.ReferenceOTU7333,Firmicutes,Staphylococcus pseudintermedius
New.CleanUp.ReferenceOTU75413,Firmicutes,Staphylococcus pseudintermedius
New.CleanUp.ReferenceOTU76061,Firmicutes,Staphylococcus pseudintermedius
New.CleanUp.ReferenceOTU76336,Firmicutes,Staphylococcus pseudintermedius
New.CleanUp.ReferenceOTU84661,Firmicutes,Staphylococcus pseudintermedius
New.CleanUp.ReferenceOTU96290,Firmicutes,Staphylococcus pseudintermedius
New.CleanUp.ReferenceOTU9639,Firmicutes,Staphylococcus pseudintermedius
New.CleanUp.ReferenceOTU96703,Firmicutes,Staphylococcus pseudintermedius
New.ReferenceOTU596,Firmicutes,Staphylococcus pseudintermedius
New.ReferenceOTU980,Firmicutes,Staphylococcus pseudintermedius
New.CleanUp.ReferenceOTU67929,Firmicutes,Staphylococcus saprophyticus
KF476042.1.1565,Firmicutes,Staphylococcus saprophyticus
New.CleanUp.ReferenceOTU51890,Firmicutes,Staphylococcus saprophyticus
New.CleanUp.ReferenceOTU54461,Firmicutes,Staphylococcus saprophyticus
New.CleanUp.ReferenceOTU85636,Firmicutes,Staphylococcus saprophyticus
New.CleanUp.ReferenceOTU90092,Firmicutes,Staphylococcus saprophyticus
JF221688.1.1375,Firmicutes,Staphylococcus simulans
New.CleanUp.ReferenceOTU100864,Firmicutes,Staphylococcus simulans
New.CleanUp.ReferenceOTU105617,Firmicutes,Staphylococcus simulans
New.CleanUp.ReferenceOTU13991,Firmicutes,Staphylococcus simulans
New.CleanUp.ReferenceOTU21532,Firmicutes,Staphylococcus simulans
New.CleanUp.ReferenceOTU30711,Firmicutes,Staphylococcus simulans
New.CleanUp.ReferenceOTU34183,Firmicutes,Staphylococcus simulans
New.CleanUp.ReferenceOTU34300,Firmicutes,Staphylococcus simulans
New.CleanUp.ReferenceOTU40957,Firmicutes,Staphylococcus simulans
New.CleanUp.ReferenceOTU45917,Firmicutes,Staphylococcus simulans
New.CleanUp.ReferenceOTU52016,Firmicutes,Staphylococcus simulans
New.CleanUp.ReferenceOTU53894,Firmicutes,Staphylococcus simulans
New.CleanUp.ReferenceOTU58632,Firmicutes,Staphylococcus simulans
New.CleanUp.ReferenceOTU64305,Firmicutes,Staphylococcus simulans
New.CleanUp.ReferenceOTU68168,Firmicutes,Staphylococcus simulans
New.CleanUp.ReferenceOTU68218,Firmicutes,Staphylococcus simulans
New.CleanUp.ReferenceOTU69653,Firmicutes,Staphylococcus simulans
New.CleanUp.ReferenceOTU92000,Firmicutes,Staphylococcus simulans
New.CleanUp.ReferenceOTU99807,Firmicutes,Staphylococcus simulans
New.ReferenceOTU187,Firmicutes,Staphylococcus simulans
